,sender,text
158709,HP-TMBSTR,Hi Abigail Agnelo Xavier Your Pickup time is 5:10 AM from Khar West   with a Wait Time 5 minutes only. For Any query Call Transport Help line 9833538070 Regards TMBS Transport
150621,IE-Idea,Congrats! Rs10 Emergency Talk time has been credited successfully. Rs12 will be recovered on your next recharge.
533543,AD-KOTAKB,"Welcome aboard! Experience new age banking with your Kotak Salary2Wealth Edge Account. Please note, that your salary account is a zero balance account subject to monthly salary credit. In case salary is not credited, please maintain average monthly balance of Rs.10,000 to avoid non maintenance charges. To know more on applicable charges, visit http://bit.ly/1ayX8TQ"
411022,VM-MININB,"Greetings from Shri Ram Vilas Paswan, Minister, Consumer Affairs, Food & Public Distribution on the occasion of World Consumer Rights Day (15th March,2018)"
665695,IA-IDEA,"RC449-114GB + Unlimited Loc/STD/Roaming Calls + 100SMS/D-82 Days. Hurry! Recharge Today!CHRG:,main_cost Rs 0.000,VOL:735.20 KB,BAL_LEFT:,main Rs 1.470"
523728,VKPNBSMS,"Ac XXXXXXXX02077076 Credited with Rs.330.00 14-02-2018 03:21:40 thru UPI . Aval Bal Rs.2873.14 CR. Helpline 18001802222
518930040,Dear Customer, You have requested for activation of JioTunes service. To confirm please reply Y to this message within 30 minutes. Charges: Rs. 0.0 Validity: 30 days Thank you, Team Jio"
99269,JZJioPay,"You have used 90% of your daily 1.5 GB high speed internet quota on your Jio Number 8766499731 as of 09-May-18 00:03 Hrs. After consumption of 1.5 GB data, Internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataPack to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
486259,JZ-JioPay,"???? ????? 2 GB Data ???? ????? ??????? ??? ??????? MRP 498 ???? ????? ??? ????? 9123961404 ? 13-May-18 00:03 Hrs ?????.????????? ?? ??? ????? ??? ??? ??? ????? ???? ???? data ????? ?? ????.????? ???? http://tiny.jio.com/DataPack ??? ??????? ???? data ??????? ???? ??? ????? ????????? ????? ??? ???? .????? ???? 1991 ????? ??????? ????????? , ????? , ????????? ???? ???? ? ???????? ??????? ????????? ????"
34734,VM-RELMKT,"Reliance Market,Ludhiana.1kg Apple Fuji Rs.135! 1kg Onion Rs.12.90!1Kg Orange Value Rs.39!Newport Jeans Rs. 499!Newport T-shirt Rs.299!Pigeon 3 pc knife set Rs.119!PP Bottle Set 3 PC Rs.99!Valid til 26th Feb!T&C
50350330,BrAr SaAb wants to be friends on Facebook.Reply ""7322"" to confirm or go to: https://fb.com/l/2asvVtdRRm2jwX6"
680833,AT-AIRINF,"Thanks for using Hello Tunes Selection service.You have been charged Rs 15.0 from your Airtel Mobile.To deactivate,Call or SMS STOP to 155223.More services,click http://56789.airtel.in"
784976,VM-ICICIB,"Dear Customer, your Account XX4968 has been debited with INR 10,000.00 on 27-Nov-17. Info: NFS*CASH WDL*26-11-17. The Available Balance is INR 21,820.05."
523191,IX-iONEMG,"Order Delivered PO1321865758739: Your order has been delivered on 16-05-2018. More info at https://www.1mg.com/trackOrder?orderId=PO1321865758739. If you have not received your order, report here https://docs.google.com/forms/d/e/1FAIpQLSedtiJ828teNPpOmIFJrkH05ANmZMnFVkuNbEpTHr_j16QhOg/viewform?usp=pp_url&entry.1241191728=PO1321865758739&entry.817566345"
63652,VK-FROMSC,"Thank you for using StanChart Card No XX9462 on 04/04/18 for INR 13721.04. To check EMI eligibility on spends above INR5000, log on to m.sc.com/in -T&C Apply."
167839,JE-JioPay,"???? ???? ???? ???? 8700646685 ?? ?????? ????? ??? ????? ??????? ???? 1.5 GB ?? 50% ????? 08-Jun-18 00:06 Hrs ?? ?? ???? ??| ???? ?????? ?? ?????? ?? ????? ???? ?? ??? 1299 ?? ????? ??? ????| ???? ???? ?????? ?? ???? ????? ???? ?? ???? ??? ???? ????? ?? ??? ????? ???? http://tiny.jio.com/MyJioVideo | ??????? ??????, ?????, ????? ????? ?? ?????? ??????? ????? ?? ???? ??? ????? ?? ??? ???? ???? 1991"
483854,VK-iPaytm,"Count#2:Rs 200.00 paid to Vashi Petroleum by 9XXXX91551 at 3 Jun, 2018 12:00 PM. OrderId 201806031203800. For concerns, call:0120-33663377"
254825,IM-JFSEMI,"Dear Customer,Payment of Rs.1,620 has been received towards EMI of your loan account number XXXX4301 with Janalakshmi Financial Services on 19-Mar-18."
650960,IM-AxisBk,"Dear Customer, Payment received for amount of Rs 2843.02 for creditcard number XXXX5536 on 09-FEB-18"
634716,VK-BIGBZR,"GET Rs.200 OFF on shopping of Rs.1999 @ Big Bazaar & fbbUse Code 328972497561Valid on 16MAY in Gujarat,Rajasthan & Maharashtra (except Mumbai & Nagpur)TnC
VM-611121,Vodafone PLAYWatch Digital Original Film Meri Nimmo, a beautiful story of 8yr old boy falling in love. Service is free for Vodafone subs. http://bit.ly/2hj7bF4"
474531,BP-ATMSBI,Rs1000 withdrawn from A/c xxxx6739 on 090815 at CAN ATM 47736857.Txn#4413.Avl bal Rs8101.47.
786987,HPAmazon,Arriving Today:L'Oreal Professional Series Expert n++ will be delivered by AmzAgent(8742950975).Pay Rs.649 by Cash or Debit/Credit Card. http://amzn.in/d2kvKF0
104569,BXATMSBI,"Thank you for using your SBI Debit Card 459XX6175 for a purchase worth Rs1112.0 on POS  81900008 at RetailAtom txn# 807280128155.If not done by you, forward this SMS from mobile number registered with SBI to 9223008333 to block your card. You may also call 1-800-111109"
681998,IG-BOIIND,BOI -  Rs 100 has been Debited to Your Account XX0084 from ATM on 08-06-2018.Available Balance 6600.20.Auto reversal in 3 days for technical failure. Contact 18004251112 if txn. not done by you.
355060,HP-RummyC,Saturday gets MEGA! Play the Bonanza for prizes up to Rs.12 Lakh* & guaranteed prizes! Register NOW for free! https://rummyc.co/SMB
581223,VM-VFCARE,"Your daily data pack has been renewed. Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ"
292262,VK-iPaytm,"You have received Rs. 850.00 from 93XXXX5666 in your Paytm Wallet. Wallet txn id is 13036173238. Updated balance: Rs. 852.0. For issues, reach us on 0120-33663377"
458292,TX-FLPKRT,"Shipped: Your BlackBug Tempered Glas... with order ID OD212452621404970000 has been shipped and will be delivered  by Monday, Jun 04, 2018. You will receive another SMS when the Wishmaster from Ekart Logistics is out to deliver it. Track your shipment here http://fkrt.it/gCwcaLuuuN"
15944,JD-JioPay,"????????? ???? ?????????? 8714443756 ?????????? MRP 399  Data ????? 1.5 GB ???????? 100% ???????????????????? 08-Jun-18 00:00 Hrs ???. ????? ????????? ????? ?????????? ??????????? ???? ???????????. ?? ?????? ????? ?????????????? ? ?????? http://tiny.jio.com/DataPack ???????? ?????? ??????? ??????.   ???????? ??????, ??????????, ????? ????????, ????? ???????????? ???????????? ?????? ??? ?????? 1991"
63502,TM-FROMSC,NEW-758838 is your one time password (OTP) for transaction of INR 227.71 at Zaak Epayment Servic on your Credit Card ending 1597.Valid till 11:29 AM IST - StanChart.
50682,VK-BluDrt,"Your order from Shopclues with Blue Dart Awb# 70418748024 has been cancelled by you. For clarification, please call 1860 233 1234"
777051,AM-CITIBK,"Rs.60.00 was spent on your Citi Credit Card ending 4386XXXXXXXX0631 on 26-DEC-17 at RANGAS KITCHEN. Your available credit limit now is Rs. 24,448.30. Update your Aadhaar number on your Credit Card by logging in to Citibank Online or Citi Mobile. To Know More, visit http://citi.asia/INaadhaarseeding"
358525,AD-BAJAJF,"Greetings! EMI of Rs.2,500/- for Loan 6R0ECF54544793 is due on 02-MAY-18. Keep your SBBJ Bank A/C -5778 funded to avoid bounce penal and overdue charges.Regards,Bajaj Finserv
611468,Good news,Ab panye SANJIVANI ki sabhi suvidhaye ghar bethe apne mobile par download kare SANJIVANI MEMBER APP play store se or paaye new scheme ke sath apne khate ki jankariSCCSL :7073476444/443"
405822,VM-VFCARE,"Hello, your daily data pack has been renewed.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ"
12189,TK-TCSSMS,"eTMS: Vehicle WB04G2769 & Driver MD(9681291904) assigned for Pick up roster 01:00,08-Jun"
784368,VK-Catlog,Here is link for brochure of Godrej Reflections SARJAPUR ROAD. Exclusive firsthand information.Give missed call to get it straight on your phone. 08030636562
8418,JZ-JioPay,"???? ???? ???? ???? 8076103909 ?? ?????? 2 GB ?? 90% ????? 31-Mar-18 00:28 Hrs ?? ?? ???? ??| 2 GB ???? ?? ????? ???? ?? ???? ?? ?? ??? ?????? ???? ????? ?? ???? ?????? ??? ?? ??????? ? ???? ?? ??????? ?? ????? ?? ?? ?????| ???? ?? ???? ???? ???? ???? ?? ??????? ?? ??? ????? ???? http://tiny.jio.com/DataBooster| ??????? ??????, ?????, ????? ????? ?? ?????? ??????? ????? ?? ???? ??? ????? ?? ??? ???? ???? 1991"
41481,AD-BIGBKT,"Dear Arnab, Your order #MBO-49122295-080618 is placed. It will be delivered on Fri 08 Jun 2018 between 07:30 PM and 10:00 PM. Happy Shopping!Team bigbasket"
290331,JM-JioPay,"Recharge of Rs. 399 is successful for your Jio number 7892773705.Entitlement: Benefits: Free Voice, Unlimited Data (1.5GB High Speed Data per day, thereafter unlimited at 64Kbps), 100SMS/day and Complimentary Subscription to Jio Apps. Validity: 84daysTransaction ID: RJ407670362To manage your account, check plan information, validity and to register for JioPay, click https://www.jio.com/deeplink?id=autopayDial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
205702,GOHIKE,Hi! Your hike PIN is 2950. Happy hiking :)
611460,IZ-IDEA,"Call_CHRG:0.000 INR,Call_Durn:46 secs,Bal_Left=0.03 INR.  For Bal/Product info dial*121#"
737884,MD-CAPFST,"The Loan id 218488338 has been approved and ready for DA generation,Thanks, Capital First"
191077,BW-KOTAKB,You have now paid Rs.20 to Hungerbox using Meal Vouchers. Your Kotak Paymint balance is now -  Meal Vouchers:Rs.1359.54.
682061,BW-ZETAMB,You have now paid Rs.179 to Citrusp*Swiggy using Meal Vouchers. Your balance is now -  Meal Vouchers:Rs.241.4.
331123,HPMYNTRA,Here's Rs 300 for you!Use it to shop from your fave brands!Hurry before styles run out!Shop Now! Offer Ends Midnighthttp://smsd.in/pWazjwkJ
684183,IA-IDEA,"Friends 55365    CHRG:,Free Vol KB:4913.00,VOL:4912.84 KB,BAL_LEFT:,main Rs 0.000,Free Vol KB:1047881.00,Exp:2018-06-17"
548284,AX-RISFBD,"Please download the attachment for homework See more in mobile app https://goo.gl/eIcUXI
650001,Anand lein apne Unlimited pack par unlimited filmon aur 300 se zyada Live channel ka Airtel TV App par. Google Play Store ya Apple App store se download karein."
289843,BW-ATMSBI,"????? ?????, ??????, ???, ????? ???? ?? ? ?????? ???? ??? ???? ??????
BZ-656505,???? ???? ?? ???? ?????? ???? ????? ?? ??, ??? ??? ???  505057111 ."
741357,AD-AxisBk,"Hello,Rs 295 is due for payment on 01/06/18 on Axis Bank Credit Card 9212. Rs.295.00 will be deducted from a/c 925151 as per Auto Debit request"
616931,JDJioPay,"You have used 90% of your daily 1.5 GB high speed internet quota on your Jio Number 7972097013 as of 07-Jun-18 23:32 Hrs. After consumption of 1.5 GB data, internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
320838,JZ-JIOINF,"?????? ???? ???? 9511773849 ?? ???? ????? ??? ??????? ??? ??? ??? ???????? ??? ????? ??????? ??? ???. ???? ?????? ???? ?????????? ??????? ???.????? ??? http://jio.com/r/biNqLaWoP  ????? ??????? ???? ???????? ?????? ????
JK-602121,?????? ???? ???? 9511773849 ?? ???? ????? ??? ??????? ??? ??? ??? ???????? ??? ????? ??????? ??? ???. ?????? 149 ??????? ????? ?????? ????? ?? ??????? ??? ??? 28 ?????? ????? 1.5 GB ??? ????? ???? ????? ??? ? ????????? ????? ???? ?????. ??????? ??????????? http://jio.com/r/biA4nfc7r ?? ????? ???. ??? ? ???? ????. ??? ????? ???? ?????, ???? ?? ??? ???."
113645,AX-INDUSB,"Your a/c no. xxxxxxxxxx6897 is credited by Rs.1,500.00 on 22/05/18 by a/c linked to mobile 9XXXXXX7698 (IMPS Ref no 814216731716)."
624766,MDNTSBUS,Welcome. Enjoy wifi magicbox. Turn on wifi and connect magicbox then click on https://goo.gl/voLxMK Enter PNR and Mo. No. to connect. Call:8160608160
150911,AX-PHONPE,Recharge of Rs.10 for Vodafone Mobile (7845734449) via PhonePe (Transaction Id: N1806080012424560) has been successful.
120653,MD-CHILDH,"Hi Amrut, Raj is diagnosed with Congenital Heart Defect and will undergo major surgery.Kindly Support! - goo.gl/QAVQJEChild Help Foundation
098067,Kalpataru Xclusive Fest: Kalpataru Exquisite, Wakad: 3BHKs at Rs. 1.08 cr-all inc. with 5:95 scheme at  no extra cost. Call 180030000114. RERA:P52100001266"
295769,AD-ICICIB,"Dear Customer, INR 1,250.00 was spent using Debit Card of Account XX4037 on 09-Apr-18. Info: MPS*MAHARASHTRA. The Available Balance is INR 45,010.05."
733346,VM-AxisBk,Hello! Your a/c no 45356398 has been credited with Rs 1390 on 2017-08-10. The a/c balance is Rs 8889.58. Info: Rupay issuing refund 09.08.17
795077,VK-IPAYTM,"Rs. 60 has been paid to Nitin anand (8800881778). For reference, wallet transaction id is 18807929343. Updated balance: Rs. 0.86.
AD-650009,Banayein Blackmail,October aadi filmon ke gaano ko HELLO TUNE Airtel par,dial 567895-nishulk.T20 cricket update aur Rs30 ka nishchit recharge,dial 53776-nishulk
AD-650137,Airtel Payments Bank ke liye Rs50 off ka Exclusive Offer!Payein Rs50 off Vaango outlets ke nyuntam Rs300 ke order par. Shartein laagu.
AD-650137,Rs250 Off@ MyBusTicketsPaiye Rs100 ka discount turant aur Rs150 cashback Rs500 ya adhik ki bus ticket booking par.Code: AIRTELBUS. T&C.Click www.goo.gl/Q4iwr3
AD-650003,Why track scores online when you can watch LIVE T20 cricket with FREE HOTSTAR subscription. Data charges apply as per tarrif plan.Click Get.airtel.tv/t20del"
454423,AH-AIROAM,"Welcome to Haryana on Airtel-India's Fastest Network. Enjoy unlimited incoming calls FREE as you roam anywhere in India.Data rates same as home network.For discounted outgoing rates, dial *121*14#"
131154,AD-MRGGST,"GST Billing & Accounting Software with Customer & Salesman Order Mobile App, 800+Support Centers,10 Lakh Satisfied Users ""MARG Erp""For Demo Miscall 8010602030"
87457,UWTELNOR,"Dear Customer,Telenor has now merged with Airtel. Please use the Airtel App/tools for different functions."
681995,JK-JioPay,"???? ???? ???? ???? 9627272494 ?? ?????? ????? ??? ????? ??????? ???? 2 GB ?? 50% ????? 08-Jun-18 01:40 Hrs ?? ?? ???? ??| ???? ?????? ?? ?????? ?? ????? ???? ?? ??? 1299 ?? ????? ??? ????| ???? ???? ?????? ?? ???? ????? ???? ?? ???? ??? ???? ????? ?? ??? ????? ???? http://tiny.jio.com/MyJioVideo | ??????? ??????, ?????, ????? ????? ?? ?????? ??????? ????? ?? ???? ??? ????? ?? ??? ???? ???? 1991"
460759,ID-IDEA,"CHRG:,main_cost Rs 0.000,Free Vol KB:1040922.00,VOL:105.30 KB,BAL_LEFT:,main Rs 32.660,Exp: 2018-6-17Rs12-300SMS + Rs3 TT, *150*12#"
399204,JG-JioPay,"You have used 90% of your daily 1.5 GB high speed internet quota on your Jio Number 8777653098 as of 08-Jun-18 00:27 Hrs. After consumption of 1.5 GB data, internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
172449,AX-CENTBK,726389 is the One Time Password for online usage of your Central Bank Of India card ending with 0758. This can be used only once and is valid for 180 sec.
775872,TM-CITIBK,Your a/c no.XXXXXX3447 is credited by Rs.450.00 on 26-04-18 by a/c linked to mobile XXXXXXX950 (IMPS Ref no 811612714873).
78479,MD-TSSPDC,An Amount of Rs: 1096 is due towards Electricity Bill for USCNo.109819230(0325 03691).Please pay on or before 17-04-2018.Ignore if already paid. -TSSPDCL
294604,DM-iPaytm,Added Rs. 500 to your Paytm wallet. Transaction ID: 17297545681. Current Balance: 986.3. Get upto Rs 5000 Cashback on Daily Needs http://m.p-y.tm/Cb .
406207,VK-SBICRD,"Rs.425.00 was spent on your SBI Card no. ending XX7358 at PAYTM on 17 Feb 18. Remaining credit limit: Rs.29,991.01."
584047,TX-LANMRK,"Dear Siva Ch, welcome to LANDMARK REWARDS. For the complete T&C visit www.landmarkrewards.in. To unsubscribe, SMS LANDMARK UNSUB to 56767"
323580,IZ-IDEA,"SMS_CHRG:0.000 INR,Call_Durn:0 secs,Bal_Left=0.02 INRLess DATA!! Take Internet Emergency Pack Now...Dial *666#"
